Representative,Trimmed_Mean,ReportDate,TransactionDate,Ticker,Transaction,Amount,Party,House,Range,Sentiment,Price,Low_End,High_End,Adjusted_Low_End,Adjusted_High_End,Running_Portfolio_Low_End,Running_Portfolio_High_End,Est_Portfolio_Value,Shares_High_End,Shares_Low_End,Normalized_Amount
Alan S. Lowenthal,745.5811378848728,2020-07-08,2020-06-29,PSQ,Purchase,888.01,D,Representatives,888.01,,18.89328766,888.01,,-888.01,,151488.13,,,,-47.00134862605485,1.191030667056816
Alan S. Lowenthal,745.5811378848728,2021-02-10,2021-02-01,BSX,Purchase,860.95,D,Representatives,860.95,,35.95000076,860.95,,-860.95,,144935.59,,,,-23.948539132103207,1.1547368304439882
Alan S. Lowenthal,745.5811378848728,2020-07-08,2020-06-29,SH,Purchase,843.79,D,Representatives,843.79,,22.15281487,843.79,,-843.79,,167377.13999999998,,,,-38.08951616088687,1.1317212267382921
Alan S. Lowenthal,745.5811378848728,2020-03-14,2020-03-09,APD,Sale,836.72,D,Representatives,836.72,,189.2825775,836.72,,836.72,,127874.41,,,,4.420480802043178,1.1222386907126938
Alan S. Lowenthal,745.5811378848728,2018-12-09,2018-12-03,APD,Purchase,826.8,D,Representatives,826.80,,149.4291077,826.8,,-826.8,,50553.72,,,,-5.5330585367605725,1.1089336330926178
Alan S. Lowenthal,745.5811378848728,2020-03-31,2020-03-20,NEE,Purchase,820.31,D,Representatives,820.31,,44.44973373,820.31,,-820.31,,123210.7,,,,-18.45477871662382,1.1002290137423867
Alan S. Lowenthal,745.5811378848728,2018-12-09,2018-11-29,NVS,Purchase,816.61,D,Representatives,816.61,,67.44184113,816.61,,-816.61,,101661.17,,,,-12.108358643796713,1.095266441847802
Alan S. Lowenthal,745.5811378848728,2018-12-09,2018-11-20,EFX,Sale,805.35,D,Representatives,805.35,,96.52248383,805.35,,805.35,,103478.78,,,,8.343651841973118,1.0801641284604981
Alan S. Lowenthal,745.5811378848728,2020-08-17,2020-08-06,BABA,Purchase,791.84,D,Representatives,791.84,,265.6799927,791.84,,-791.84,,158076.88,,,,-2.980427663945807,1.0620440348670277
Alan S. Lowenthal,745.5811378848728,2019-11-07,2019-10-08,QGEN,Sale,737.2,D,Representatives,737.20,,25.40999985,737.2,,737.2,,151411.68,,,,29.012200092555297,0.9887589191048354
Alan S. Lowenthal,745.5811378848728,2020-12-03,2020-11-23,GM,Purchase,715.05,D,Representatives,715.05,,44.34182739,715.05,,-715.05,,159370.44,,,,-16.125857730465537,0.9590505495196859
Alan S. Lowenthal,745.5811378848728,2020-11-21,2020-11-10,IWN,Purchase,712.7,D,Representatives,712.70,,112.812973,712.7,,-712.7,,175086.49,,,,-6.317535838719542,0.9558986457488011
Alan S. Lowenthal,745.5811378848728,2019-11-25,2019-11-04,BA,Purchase,701.19,D,Representatives,701.19,,346.9884949,701.19,,-701.19,,113793.11,,,,-2.0207874621378408,0.940461023449701
Alan S. Lowenthal,745.5811378848728,2021-01-09,2020-12-28,BABA,Sale,669.27,D,Representatives,669.27,,222.3600006,669.27,,669.27,,177715.09,,,,3.009848885564358,0.8976487815915534
Alan S. Lowenthal,745.5811378848728,2020-06-12,2020-06-04,SRE,Sale,644.37,D,Representatives,644.37,,52.11181641,644.37,,644.37,,171445.8,,,,12.365141812181172,0.8642520139766451
Alan S. Lowenthal,745.5811378848728,2019-11-25,2019-11-04,ECL,Purchase,572.16,D,Representatives,572.16,,182.2607117,572.16,,-572.16,,113220.95,,,,-3.1392393602729465,0.767401387893411
Alan S. Lowenthal,745.5811378848728,2019-12-17,2019-12-11,WCN,Purchase,543.71,D,Representatives,543.71,,87.71599579,543.71,,-543.71,,92613.83,,,,-6.198527362120939,0.7292432337309958
Alan S. Lowenthal,745.5811378848728,2019-04-28,2019-04-15,ALC,Sale,494.8,D,Representatives,494.80,,55.33190155,494.8,,494.8,,77734.4,,,,8.942400064687458,0.6636433982271738
Alan S. Lowenthal,745.5811378848728,2019-05-31,2019-05-23,OLED,Sale,458.23,D,Representatives,458.23,,146.7479858,458.23,,458.23,,74600.59,,,,3.1225641531088053,0.6145944106096157
Alan S. Lowenthal,745.5811378848728,2020-10-28,2020-10-15,TJX,Sale,344.01,D,Representatives,344.01,,54.91794586,344.01,,344.01,,177410.1,,,,6.264072601640457,0.46139847498813674
Alan S. Lowenthal,745.5811378848728,2019-05-31,2019-05-23,WY,Sale,317.81,D,Representatives,317.81,,19.04899979,317.81,,317.81,,76920.4,,,,16.683815607307537,0.4262581010318879
Alan S. Lowenthal,745.5811378848728,2020-07-08,2020-06-29,DKNG,Sale,269.33,D,Representatives,269.33,,33.54000092,269.33,,269.33,,152758.46,,,,8.030113077289684,0.3612349968563555
Alan S. Lowenthal,745.5811378848728,2021-02-05,2021-01-27,SPCE,Sale,238.02,D,Representatives,238.02,,46.34999847,238.02,,238.02,,176799.54,,,,5.135275250420089,0.31924090874299094
Alan S. Lowenthal,745.5811378848728,2020-10-28,2020-10-15,OLED,Sale,192.66,D,Representatives,192.66,,188.582077,192.66,,192.66,,176152.86,,,,1.0216241281508422,0.25840245978667603
Alan S. Lowenthal,745.5811378848728,2019-04-28,2019-04-15,ALC,Sale,164.93,D,Representatives,164.93,,55.33190155,164.93,,164.93,,76238.6,,,,2.980739779039819,0.221209995290234
Alan S. Lowenthal,745.5811378848728,2019-05-31,2019-05-23,OLED,Sale,152.74,D,Representatives,152.74,,146.7479858,152.74,,152.74,,77073.14,,,,1.0408320030243303,0.20486033275104798
Alan S. Lowenthal,745.5811378848728,2021-02-02,2021-02-22,KTOS,Sale,90.0,D,Representatives,90.00,,30.5,90.0,,90.0,,148113.25,,,,2.950819672131148,0.12071120824665652
Susie Lee,1001.0,2019-03-04,2019-01-11,BP,Sale,15001.0,D,Representatives,15001-50000,,30.92247391,15001.0,50000.0,15001.0,50000.0,17003.0,80000.0,48501.5,1616.9469540349594,485.1164251495685,14.986013986013987
Susie Lee,1001.0,2022-02-03,2022-01-27,WYNN,Purchase,15001.0,D,Representatives,15001-50000,0.0,82.3446579,15001.0,50000.0,-15001.0,-50000.0,-32101.01,-1355000.0,-693550.505,-607.2039313190224,-182.1733234743331,14.986013986013987
Susie Lee,1001.0,2020-09-03,2020-07-08,MAR,Sale,15001.0,D,Representatives,15001-50000,,88.72917175,15001.0,50000.0,15001.0,50000.0,26970.99,-295000.0,-134014.505,563.5125293503036,169.06502905567805,14.986013986013987
Susie Lee,1001.0,2022-02-03,2022-01-27,WYNN,Purchase,15001.0,D,Representatives,15001-50000,0.0,82.3446579,15001.0,50000.0,-15001.0,-50000.0,-17100.010000000002,-1305000.0,-661050.005,-607.2039313190224,-182.1733234743331,14.986013986013987
Susie Lee,1001.0,2020-10-07,2020-08-25,MYE,Sale,15001.0,D,Representatives,15001-50000,,14.56423092,15001.0,50000.0,15001.0,50000.0,39969.99,-275000.0,-117515.005,3433.0683353378195,1029.9891619680527,14.986013986013987
Susie Lee,1001.0,2022-12-29,2022-11-30,CHDN,Sale,15001.0,D,Representatives,15001-50000,,110.6230011,15001.0,50000.0,15001.0,50000.0,53956.99,-415000.0,-180521.505,451.98556812612094,135.6047101491988,14.986013986013987
Susie Lee,1001.0,2021-05-05,2021-03-23,CRWD,Sale,15001.0,D,Representatives,15001-50000,,190.6000061,15001.0,50000.0,15001.0,50000.0,5921.99,-960000.0,-477039.005,262.3294774385634,78.70408982111779,14.986013986013987
Susie Lee,1001.0,2020-09-03,2020-07-08,GGT,Sale,15001.0,D,Representatives,15001-50000,,4.633535862,15001.0,50000.0,15001.0,50000.0,10968.99,-360000.0,-174515.505,10790.895223247117,3237.4843848785995,14.986013986013987
Susie Lee,1001.0,2023-05-12,2023-04-20,LPLA,Sale,15001.0,D,Representatives,15001-50000,,204.762085,15001.0,50000.0,15001.0,50000.0,90965.99,-210000.0,-59517.005,244.1858315713087,73.26063318802404,14.986013986013987
Susie Lee,1001.0,2019-03-04,2019-01-23,GGT,Sale,15001.0,D,Representatives,15001-50000,,4.856848717,15001.0,50000.0,15001.0,50000.0,34006.0,160000.0,97003.0,10294.741078714149,3088.6282184358183,14.986013986013987
Susie Lee,1001.0,2022-12-29,2022-11-30,BAH,Sale,15001.0,D,Representatives,15001-50000,,105.0022659,15001.0,50000.0,15001.0,50000.0,2919.99,-1005000.0,-501040.005,476.1802002217554,142.86358367053106,14.986013986013987
Susie Lee,1001.0,2023-05-12,2023-04-20,AJG,Sale,15001.0,D,Representatives,15001-50000,,207.3092804,15001.0,50000.0,15001.0,50000.0,74963.99,-275000.0,-100018.005,241.1855364290773,72.36048463945177,14.986013986013987
Susie Lee,1001.0,2023-05-26,2023-05-09,MSI,Sale,15001.0,D,Representatives,15001-50000,,285.669342,15001.0,50000.0,15001.0,50000.0,124971.99,-50000.0,37485.995,175.0275323559222,52.51176025742378,14.986013986013987
Susie Lee,1001.0,2022-08-13,2021-09-30,ZBH,Sale,15001.0,D,Representatives,15001-50000,,140.1546021,15001.0,50000.0,15001.0,50000.0,-5102.01,-1300000.0,-652551.005,356.7488990787838,107.03180470161672,14.986013986013987
Susie Lee,1001.0,2022-12-29,2022-11-30,ESI,Sale,1001.0,D,Representatives,1001-15000,,19.39885521,1001.0,15000.0,1001.0,15000.0,32949.99,-555000.0,-261025.005,773.2415051104451,51.600983107703705,1.0
Susie Lee,1001.0,2022-12-29,2022-11-30,CDW,Sale,1001.0,D,Representatives,1001-15000,,186.9024506,1001.0,15000.0,1001.0,15000.0,55958.99,-385000.0,-164520.505,80.25576953028994,5.355735019988015,1.0
